color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,real_domestic_gross,real_budget
Color,Michel Gondry,248.0,102.0,1000.0,270.0,Mia Farrow,734.0,11169531.0,False,Quinton Aaron,Be Kind Rewind ,79855.0,1778.0,Melonie Diaz,2.0,friend|power plant|sabotage|store clerk|video store,http://www.imdb.com/title/tt0799934/?ref_=fn_tt_tt_1,235.0,English,UK,PG-13,20000000.0,2008.0,563.0,6.4,2.35,0,15182413.133142594,27185408.470852703
Color,Stephen Frears,137.0,103.0,350.0,99.0,Christopher Guest,5000.0,11034436.0,False,Bob Hoskins,Mrs Henderson Presents ,13505.0,5637.0,Sarah Solemani,1.0,anti semitism|breasts|chamberlain|friend|theatre,http://www.imdb.com/title/tt0413015/?ref_=fn_tt_tt_1,180.0,English,UK,R,20000000.0,2005.0,378.0,7.1,1.85,0,16534986.521146951,29969790.066564254
Color,John Hillcoat,214.0,115.0,214.0,968.0,Norman Reedus,14000.0,12626905.0,True,Kate Winslet,Triple 9 ,32567.0,27214.0,Clifton Collins Jr.,3.0,betrayal|corrupt cop|heist|murder of a police officer|police detective,http://www.imdb.com/title/tt1712261/?ref_=fn_tt_tt_1,106.0,English,USA,R,20000000.0,2016.0,12000.0,6.3,2.35,0,15396746.273129532,24387205.373176612
Color,Woody Allen,104.0,96.0,11000.0,223.0,Lynn Cohen,11000.0,10569071.0,False,Woody Allen,Deconstructing Harry ,35586.0,11867.0,Judy Davis,2.0,marriage|novelist|panties pulled down|writer's block|writing,http://www.imdb.com/title/tt0118954/?ref_=fn_tt_tt_1,131.0,English,USA,R,20000000.0,1997.0,474.0,7.4,1.85,0,19271597.965763237,36467912.77258566
Color,Damon Santostefano,81.0,98.0,4.0,677.0,Oliver Platt,2000.0,10544143.0,False,Matthew Perry,Three to Tango ,16372.0,4843.0,David Ramsey,2.0,architect|award|farce|love|misunderstanding,http://www.imdb.com/title/tt0144640/?ref_=fn_tt_tt_1,121.0,English,Australia,PG-13,20000000.0,1999.0,1000.0,6.1,1.37,311,18522185.892346937,35132653.06122448
Color,John Wells,175.0,101.0,53.0,580.0,Omar Sy,14000.0,13650738.0,False,Bradley Cooper,Burnt ,61360.0,16926.0,Riccardo Scamarcio,1.0,chef|gay kiss|michelin star|restaurant|violent behavior,http://www.imdb.com/title/tt2503944/?ref_=fn_tt_tt_1,129.0,English,USA,R,20000000.0,2015.0,1000.0,6.6,2.35,25000,16855148.488884762,24694853.111802105
Color,Neil Jordan,20.0,106.0,277.0,383.0,Demi Moore,22000.0,10555348.0,False,Robert De Niro,We're No Angels ,17349.0,24887.0,James Russo,0.0,con|convict|escape|police|priest,http://www.imdb.com/title/tt0098625/?ref_=fn_tt_tt_1,42.0,English,USA,PG-13,20000000.0,1989.0,2000.0,6.0,2.35,855,24911898.1366129,47202419.3548387
Color,Woody Allen,69.0,101.0,11000.0,2.0,Gaby Hoffmann,1000.0,9714482.0,False,Natasha Lyonne,Everyone Says I Love You ,30083.0,1614.0,Jeff DeRocker,0.0,engagement|grandfather|liberal|maid|song,http://www.imdb.com/title/tt0116242/?ref_=fn_tt_tt_1,140.0,English,USA,R,20000000.0,1996.0,612.0,6.8,1.85,0,18119768.831803694,37304652.64499681
Color,James Wan,166.0,111.0,0.0,725.0,Kelly Preston,856.0,9525276.0,True,Aisha Tyler,Death Sentence ,60156.0,3309.0,Edi Gathegi,0.0,blood|death|gang|murder|revenge,http://www.imdb.com/title/tt0804461/?ref_=fn_tt_tt_1,299.0,English,USA,R,20000000.0,2007.0,742.0,6.8,2.35,0,13447272.782344427,28234925.22913651
Color,Kirk Jones,160.0,99.0,52.0,148.0,James Frain,22000.0,8855646.0,False,Robert De Niro,Everybody's Fine ,49855.0,23409.0,Brendan Sexton III,1.0,bus trip|parental love|retirement|surprise visit|train ride,http://www.imdb.com/title/tt0780511/?ref_=fn_tt_tt_1,117.0,English,USA,PG-13,21000000.0,2009.0,1000.0,7.2,2.35,10000,12080196.330376577,28646597.09047856
Color,Bob Clark,32.0,88.0,84.0,177.0,Vanessa Angel,650.0,9109322.0,False,Scott Baio,Superbabies: Baby Geniuses 2 ,25371.0,1343.0,Peter Wingfield,3.0,computer|good versus evil|mind control|science experiment|sequel,http://www.imdb.com/title/tt0270846/?ref_=fn_tt_tt_1,129.0,English,Germany,PG,20000000.0,2004.0,384.0,1.9,2.35,0,14112697.882001057,30985177.34250926
Color,Les Mayfield,72.0,83.0,10.0,69.0,Susie Essman,688.0,8326035.0,True,Miguel Ferrer,The Man ,21933.0,1019.0,Gigi Rice,2.0,buddy comedy|criminal|gun smuggling|mistaken identity|salesman,http://www.imdb.com/title/tt0399327/?ref_=fn_tt_tt_1,76.0,English,Germany,PG-13,33000000.0,2005.0,99.0,5.5,1.85,676,12476476.051843315,49450153.60983103
Color,Les Mayfield,53.0,91.0,10.0,436.0,Will Patton,716.0,8104069.0,True,Callum Rennie,Code Name: The Cleaner ,9785.0,2700.0,Cedric the Entertainer,3.0,comic violence|hand to hand combat|kung fu|talking to self in mirror|violence,http://www.imdb.com/title/tt0462229/?ref_=fn_tt_tt_1,26.0,English,USA,PG-13,20000000.0,2007.0,537.0,4.5,1.85,233,11440889.113338156,28234925.22913651
Color,Michael Lembeck,76.0,108.0,54.0,463.0,Nia Vardalos,786.0,8054280.0,False,Debbie Reynolds,Connie and Carla ,6838.0,2730.0,Dash Mihok,3.0,box office flop|drag queen|gender disguise|mafia|witness,http://www.imdb.com/title/tt0345074/?ref_=fn_tt_tt_1,117.0,English,USA,PG-13,20000000.0,2004.0,567.0,6.3,1.85,924,12478164.708311273,30985177.34250926
Color,Bob Fosse,15.0,154.0,189.0,388.0,Ricardo Montalban,683.0,unknown,False,Sammy Davis Jr.,Sweet Charity ,3454.0,2172.0,Ben Vereen,0.0,charity|dancer|foreign language adaptation|hope|taxi dancer,http://www.imdb.com/title/tt0065054/?ref_=fn_tt_tt_1,64.0,English,USA,G,20000000.0,1969.0,641.0,7.0,2.35,548,0.0,159485013.62397817
Color,Paul Thomas Anderson,401.0,148.0,0.0,175.0,Katherine Waterston,204.0,8093318.0,False,Martin Dew,Inherent Vice ,61935.0,707.0,Serena Scott Thomas,0.0,1960s|based on novel|ex boyfriend ex girlfriend relationship|southern california|voice over narration,http://www.imdb.com/title/tt1791528/?ref_=fn_tt_tt_1,242.0,English,USA,R,20000000.0,2014.0,178.0,6.7,1.85,18000,10005026.60892302,24724165.314949982
Color,Dave Borthwick,31.0,77.0,3.0,593.0,Kylie Minogue,787.0,7382993.0,False,Jimmy Fallon,Doogal ,3851.0,2185.0,Jon Stewart,0.0,diamond|lava|magic|mountain|sorcerer,http://www.imdb.com/title/tt0763304/?ref_=fn_tt_tt_1,114.0,English,USA,G,20000000.0,2006.0,690.0,2.8,1.85,346,10717608.216344247,29033234.126984123
Color,Benson Lee,65.0,110.0,9.0,826.0,Caity Lotz,997.0,8888355.0,False,Chris Brown,Battle of the Year ,7894.0,3177.0,Laz Alonso,19.0,3 dimensional|box office flop|critically bashed|dancing,http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1,25.0,English,USA,PG-13,20000000.0,2013.0,941.0,5.0,1.85,0,11166101.608987924,25125237.704812475
Color,David Zucker,45.0,83.0,119.0,633.0,Geoffrey Arend,885.0,7001720.0,False,Chriss Anglin,An American Carol ,8560.0,2907.0,Gary Coleman,2.0,arab stereotype|box office flop|documentary filmmaker|filmmaker|terrorist,http://www.imdb.com/title/tt1190617/?ref_=fn_tt_tt_1,205.0,English,USA,PG-13,12000000.0,2008.0,816.0,4.3,2.35,797,9517230.90992694,16311245.08251162
Color,Robert Rodriguez,260.0,107.0,0.0,99.0,Demián Bichir,2000.0,7268659.0,True,Alexa PenaVega,Machete Kills ,59248.0,2848.0,Marko Zaror,7.0,arms dealer|battle|bomb|machete|missile,http://www.imdb.com/title/tt2002718/?ref_=fn_tt_tt_1,164.0,English,Russia,R,20000000.0,2013.0,749.0,5.6,1.85,48000,9131339.258511227,25125237.704812475
Color,Glen Morgan,129.0,100.0,17.0,86.0,Ty Olsson,669.0,6852144.0,False,Laura Harring,Willard ,15169.0,1267.0,Jackie Burroughs,0.0,at work|rat|revenge|vermin|work,http://www.imdb.com/title/tt0310357/?ref_=fn_tt_tt_1,213.0,English,Canada,PG-13,22000000.0,2003.0,429.0,6.2,2.35,0,10898446.75173913,34991358.69565217
Color,Fred Wolf,58.0,87.0,29.0,522.0,Ashley Scott,1000.0,6563357.0,False,Kevin Alejandro,Strange Wilderness ,18571.0,4218.0,Jeff Garlin,4.0,bigfoot|critically bashed|ecuador|friend|tv show,http://www.imdb.com/title/tt0489282/?ref_=fn_tt_tt_1,120.0,English,USA,R,20000000.0,2008.0,794.0,5.3,2.35,847,8921377.04925152,27185408.470852703
Color,Mike Leigh,103.0,154.0,608.0,149.0,Dexter Fletcher,1000.0,6201757.0,False,Jim Broadbent,Topsy-Turvy ,10037.0,1690.0,Lesley Manville,1.0,19th century|exhibition|gilbert and sullivan|gilbert and sullivan's princess ida|japanese,http://www.imdb.com/title/tt0151568/?ref_=fn_tt_tt_1,202.0,English,UK,R,10000000.0,1999.0,452.0,7.4,1.66,608,10894208.852551019,17566326.53061224
Color,Alejandro Monteverde,45.0,106.0,38.0,975.0,Cary-Hiroyuki Tagawa,1000.0,6420319.0,False,Tom Wilkinson,Little Boy ,15978.0,5705.0,Michael Rapaport,0.0,unknown,http://www.imdb.com/title/tt1810683/?ref_=fn_tt_tt_1,122.0,English,Mexico,PG-13,20000000.0,2015.0,1000.0,7.4,2.35,15000,7927441.731795609,24694853.111802105
Color,David Cronenberg,345.0,99.0,0.0,691.0,Viggo Mortensen,13000.0,5702083.0,False,Michael Fassbender,A Dangerous Method ,80617.0,23755.0,Sarah Gadon,3.0,carl jung|patient|psychoanalysis|russian|sigmund freud,http://www.imdb.com/title/tt1571222/?ref_=fn_tt_tt_1,190.0,English,UK,R,15000000.0,2011.0,10000.0,6.5,1.85,36000,7418647.2793290615,19515624.235903956
Color,Richard Linklater,232.0,100.0,0.0,407.0,Keanu Reeves,21000.0,5480996.0,False,Robert Downey Jr.,A Scanner Darkly ,89383.0,39507.0,Rory Cochrane,0.0,detective|drugs|substance d|undercover|undercover cop,http://www.imdb.com/title/tt0405296/?ref_=fn_tt_tt_1,293.0,English,USA,R,8700000.0,2006.0,18000.0,7.1,1.85,0,7956552.005853174,12629456.845238095
Color,Michael Apted,116.0,116.0,150.0,956.0,Abigail Spencer,18000.0,6002756.0,False,Gerard Butler,Chasing Mavericks ,24997.0,21200.0,Leven Rambin,2.0,box office flop|no opening credits|surfing|two word title|year 1987,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1,75.0,English,USA,PG,20000000.0,2012.0,1000.0,7.2,1.85,13000,7651491.577218916,25493262.019042306
Color,Uwe Boll,148.0,94.0,892.0,81.0,Darren Shahlavi,310.0,5132655.0,False,Catherine Lough Haggquist,Alone in the Dark ,37626.0,838.0,Karin Konoval,0.0,artifact|creature|darkness|demon|museum,http://www.imdb.com/title/tt0369226/?ref_=fn_tt_tt_1,521.0,English,Canada,R,20000000.0,2005.0,294.0,2.3,2.35,1000,7691229.641705068,29969790.066564254
Color,Todd Graff,79.0,111.0,650.0,181.0,Charlie Saxton,690.0,5205343.0,False,Scott Porter,Bandslam ,11958.0,1573.0,Ryan Donowho,3.0,battle of the bands|high school|rock 'n' roll|school|teenager,http://www.imdb.com/title/tt0976222/?ref_=fn_tt_tt_1,39.0,English,USA,PG,20000000.0,2009.0,224.0,6.4,2.35,1000,7100731.601844903,27282473.41950339
Color,Jonathan Glazer,167.0,100.0,143.0,430.0,Anne Heche,829.0,5005883.0,False,Cameron Bright,Birth ,29649.0,2295.0,Danny Huston,1.0,birthday|boy|dead husband|death|widow,http://www.imdb.com/title/tt0337876/?ref_=fn_tt_tt_1,361.0,English,USA,R,20000000.0,2004.0,681.0,6.1,1.85,0,7755408.625542614,30985177.34250926
Color,J.C. Chandor,350.0,125.0,78.0,745.0,Ashley Williams,1000.0,5749134.0,True,David Oyelowo,A Most Violent Year ,45799.0,3979.0,Albert Brooks,0.0,american dream|immigrant|new york city|oil|violence,http://www.imdb.com/title/tt2937898/?ref_=fn_tt_tt_1,180.0,English,USA,R,20000000.0,2014.0,969.0,7.0,2.35,0,7107126.971689983,24724165.314949982
Color,Paul Gross,25.0,114.0,329.0,544.0,Michael Greyeyes,1000.0,unknown,False,Landon Liboiron,Passchendaele ,6904.0,3493.0,Caroline Dhavernas,0.0,battle|canadian armed forces|canadian soldier|directed by star|veteran,http://www.imdb.com/title/tt1092082/?ref_=fn_tt_tt_1,102.0,English,Canada,R,20000000.0,2008.0,912.0,6.5,2.35,971,0.0,27185408.470852703
Color,Marc Abraham,99.0,119.0,18.0,9.0,Bill Lake,20.0,4234040.0,False,Dylan Authors,Flash of Genius ,14301.0,64.0,Victoria Learn,0.0,flash of genius|genius|intellectual property|professor|university,http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1,45.0,English,USA,PG-13,20000000.0,2008.0,18.0,7.0,2.35,0,5755205.3440964585,27185408.470852703
 Black and White,Todd Haynes,231.0,135.0,162.0,228.0,Heath Ledger,23000.0,4001121.0,False,Christian Bale,I'm Not There. ,48346.0,36398.0,Tyrone Benskin,0.0,1960s|actor|horseback riding|reporter|riding the rails,http://www.imdb.com/title/tt0368794/?ref_=fn_tt_tt_1,230.0,English,USA,R,20000000.0,2007.0,13000.0,7.0,2.35,0,5648567.613386395,28234925.22913651
Color,Mabrouk El Mechri,119.0,93.0,19.0,619.0,Bruce Willis,15000.0,3749061.0,True,Henry Cavill,The Cold Light of Day ,28629.0,30134.0,Óscar Jaenada,3.0,driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing,http://www.imdb.com/title/tt1366365/?ref_=fn_tt_tt_1,113.0,English,USA,PG-13,20000000.0,2012.0,13000.0,4.9,2.35,0,4778789.7199186385,25493262.019042306
Color,Rian Johnson,182.0,114.0,0.0,446.0,Maximilian Schell,975.0,3519627.0,False,Zachary Gordon,The Brothers Bloom ,41737.0,3014.0,Nora Zehetner,4.0,con man|eccentric|heiress|love|revenge,http://www.imdb.com/title/tt0844286/?ref_=fn_tt_tt_1,105.0,English,USA,PG-13,20000000.0,2008.0,877.0,6.9,2.35,0,4784124.883002095,27185408.470852703
Color,Hayao Miyazaki,174.0,134.0,6000.0,745.0,Jada Pinkett Smith,893.0,2298191.0,False,Minnie Driver,Princess Mononoke ,221552.0,2710.0,Billy Crudup,0.0,anime|cult film|forest|princess|studio ghibli,http://www.imdb.com/title/tt0119698/?ref_=fn_tt_tt_1,570.0,Japanese,Japan,PG-13,2400000000.0,1997.0,851.0,8.4,1.85,11000,4190511.446137071,4376149532.710279
 Black and White,Jean-Paul Rappeneau,69.0,114.0,22.0,413.0,Peter Coyote,572.0,2353728.0,False,Isabelle Adjani,Bon voyage ,4293.0,1776.0,Virginie Ledoyen,5.0,actress|bordeaux|german|heavy water|nazi,http://www.imdb.com/title/tt0310778/?ref_=fn_tt_tt_1,53.0,French,France,PG-13,20000000.0,2003.0,548.0,6.9,2.35,235,3743642.7599999993,31810326.086956516
Color,Nancy Walker,26.0,124.0,42.0,161.0,Randy Jones,801.0,2000000.0,False,Steve Guttenberg,Can't Stop the Music ,2998.0,1462.0,Caitlyn Jenner,0.0,male frontal nudity|male full frontal nudity|male nudity|male rear nudity|new york city,http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1,74.0,English,USA,PG,20000000.0,1980.0,174.0,4.5,2.35,1000,7103276.699029125,71032766.99029125
Color,John Hillcoat,168.0,104.0,214.0,430.0,Noah Taylor,1000.0,1900725.0,False,Ray Winstone,The Proposition ,43205.0,2129.0,Danny Huston,1.0,aborigine|foreboding|gang|hideout|outlaw,http://www.imdb.com/title/tt0421238/?ref_=fn_tt_tt_1,232.0,English,Australia,R,2000000.0,2005.0,509.0,7.4,2.35,0,2848216.4612135175,2996979.006656426
Color,Angelo Pizzo,27.0,118.0,14.0,400.0,Finn Wittrock,2000.0,2246000.0,False,Donny Boaz,Courage ,2302.0,3384.0,Brent Anderson,4.0,coach|football|football movie|football team|high school sweethearts,http://www.imdb.com/title/tt3719896/?ref_=fn_tt_tt_1,20.0,English,USA,PG,20000000.0,2015.0,769.0,7.0,2.35,0,2773232.004455376,24694853.111802105
Color,Richard Benjamin,28.0,80.0,121.0,587.0,Jane Krakowski,836.0,1646664.0,False,Damon Wayans,Marci X ,4518.0,2467.0,Paula Garcés,2.0,female protagonist|hip hop|jewish american princess|rapper|record label,http://www.imdb.com/title/tt0266747/?ref_=fn_tt_tt_1,66.0,English,USA,R,20000000.0,2003.0,624.0,2.8,1.85,241,2619045.9397826083,31810326.086956516
Color,Kurt Wimmer,146.0,107.0,110.0,722.0,Emily Watson,23000.0,1190018.0,True,Christian Bale,Equilibrium ,261317.0,25088.0,Sean Pertwee,2.0,cleric|dystopia|fascist|law|neo noir,http://www.imdb.com/title/tt0238380/?ref_=fn_tt_tt_1,1137.0,English,USA,R,20000000.0,2002.0,876.0,7.5,2.35,20000,1935879.4763201775,32535297.38743746
Color,Roger Spottiswoode,67.0,125.0,55.0,2.0,Guang Li,991.0,1027749.0,False,Radha Mitchell,The Children of Huang Shi ,8087.0,1003.0,Matthew Walker,4.0,british|communist|journalist|nurse|orphan,http://www.imdb.com/title/tt0889588/?ref_=fn_tt_tt_1,33.0,English,Australia,R,40000000.0,2008.0,10.0,7.1,2.35,1000,1396988.8185255197,54370816.941705406
Color,James Gray,93.0,115.0,115.0,977.0,Ellen Burstyn,9000.0,882710.0,False,Charlize Theron,The Yards ,16215.0,11433.0,Faye Dunaway,2.0,best friend|corruption|fall to death|female nudity|friend,http://www.imdb.com/title/tt0138946/?ref_=fn_tt_tt_1,138.0,English,USA,R,24000000.0,2000.0,1000.0,6.4,2.35,401,1500171.2836817654,40788153.31010453
Color,Matthew Diamond,28.0,88.0,12.0,231.0,Garrett Clayton,979.0,1064277.0,False,Chazz Palminteri,The Oogieloves in the Big Balloon Adventure ,14015.0,1978.0,Toni Braxton,0.0,balloon|birthday|box office flop|critically bashed,http://www.imdb.com/title/tt1520498/?ref_=fn_tt_tt_1,83.0,English,USA,G,20000000.0,2012.0,532.0,6.7,unknown,831,1356594.6210920145,25493262.019042306
Color,Angelina Jolie Pitt,131.0,122.0,11000.0,188.0,Angelina Jolie Pitt,11000.0,531009.0,False,Brad Pitt,By the Sea ,7976.0,22319.0,Melvil Poupaud,0.0,cheating wife|cigarette smoking|male in shower|male nudity|male rear nudity,http://www.imdb.com/title/tt3707106/?ref_=fn_tt_tt_1,61.0,English,USA,R,10000000.0,2015.0,11000.0,5.3,2.35,0,655659.4628022462,12347426.555901052
Color,Katsuhiro Ôtomo,105.0,103.0,78.0,101.0,Robin Atkin Downes,488.0,410388.0,True,William Hootkins,Steamboy ,13727.0,991.0,Rosalind Ayres,1.0,19th century|ball|boy|inventor|steam,http://www.imdb.com/title/tt0348121/?ref_=fn_tt_tt_1,79.0,Japanese,Japan,PG-13,2127519898.0,2004.0,336.0,6.9,1.85,973,635797.2479618845,3296079066.962361
Color,David Anspaugh,21.0,101.0,25.0,407.0,Costas Mandylor,18000.0,375474.0,False,Gerard Butler,The Game of Their Lives ,2613.0,20354.0,Jimmy Jean-Louis,0.0,1950s|brazil|soccer|soccer movie|world cup,http://www.imdb.com/title/tt0354595/?ref_=fn_tt_tt_1,46.0,English,USA,PG,20000000.0,2005.0,723.0,6.2,2.35,445,562643.8477726573,29969790.066564254
Color,Andrew Jarecki,140.0,101.0,46.0,902.0,Kirsten Dunst,33000.0,578382.0,False,Ryan Gosling,All Good Things ,41249.0,39515.0,Frank Langella,2.0,family business|friend|murder|new york city|trial,http://www.imdb.com/title/tt1175709/?ref_=fn_tt_tt_1,67.0,English,USA,R,unknown,2010.0,4000.0,6.3,1.85,0,776251.8995579116,0.0
Color,Kevin Reynolds,9.0,107.0,58.0,324.0,Jason Scott Lee,699.0,305070.0,True,Esai Morales,Rapa Nui ,3843.0,1592.0,Sandrine Holt,1.0,easter island|location in title|statue|topless female nudity|two word title,http://www.imdb.com/title/tt0110944/?ref_=fn_tt_tt_1,25.0,English,USA,R,20000000.0,1994.0,533.0,6.4,2.35,399,602430.9099190284,39494601.889338724
Color,Stephen Chow,83.0,86.0,0.0,3.0,Yuqi Zhang,46.0,206678.0,False,Jiao Xu,CJ7 ,11391.0,82.0,Chi Chung Lam,1.0,father son relationship|miracle|school|ufo|written and directed by cast member,http://www.imdb.com/title/tt0940709/?ref_=fn_tt_tt_1,66.0,Cantonese,Hong Kong,PG,unknown,2008.0,33.0,6.5,2.35,1000,280931.2925969448,0.0
Color,Jean-Marie Poiré,8.0,118.0,8.0,11.0,Philippe Nahon,106.0,146072.0,False,Christian Clavier,Les couloirs du temps: Les visiteurs II ,7147.0,182.0,Marie-Anne Chazel,0.0,jewel|knight|magical potion|sequel|time travel comedy,http://www.imdb.com/title/tt0120882/?ref_=fn_tt_tt_1,16.0,French,France,unknown,140000000.0,1998.0,56.0,6.0,2.35,136,262261.97030674847,251360122.69938645
Color,Kevin Munroe,138.0,107.0,14.0,311.0,Laura Spencer,403.0,1183354.0,True,Marco St. John,Dylan Dog: Dead of Night ,13026.0,1577.0,Anita Briem,1.0,close up of eyes|monster|quirkiness|supernatural|vomiting,http://www.imdb.com/title/tt1013860/?ref_=fn_tt_tt_1,75.0,English,USA,PG-13,20000000.0,2010.0,368.0,5.1,2.35,0,1588190.4871684334,26842187.32802582
Color,Daniel Algrant,42.0,100.0,3.0,442.0,Richard Schiff,14000.0,121972.0,False,Al Pacino,People I Know ,9868.0,15612.0,Mark Webber,3.0,actor|client|new york|protection|scandal,http://www.imdb.com/title/tt0274711/?ref_=fn_tt_tt_1,81.0,English,USA,R,22000000.0,2002.0,506.0,5.5,1.85,217,198419.7646470261,35788827.12618121
Color,Julie Taymor,92.0,110.0,278.0,181.0,Reeve Carney,3000.0,263365.0,False,Djimon Hounsou,The Tempest ,6147.0,3785.0,Tom Conti,2.0,banishment|sorcery|spirit|staff|storm at sea,http://www.imdb.com/title/tt1274300/?ref_=fn_tt_tt_1,36.0,English,USA,PG-13,20000000.0,2010.0,602.0,5.4,2.35,0,353464.63328227605,26842187.32802582
Color,Alejandro Amenábar,140.0,106.0,448.0,648.0,Aaron Ashmore,9000.0,54734.0,False,Emma Watson,Regression ,20821.0,10982.0,Julian Richings,1.0,inspired by true events|memory|minnesota|police|year 1990,http://www.imdb.com/title/tt3319920/?ref_=fn_tt_tt_1,62.0,English,Spain,R,unknown,2015.0,750.0,5.7,2.35,0,67582.40451106882,0.0
Color,Jane Clark,unknown,7.0,23.0,51.0,Traci Dinwiddie,344.0,unknown,False,Necar Zadegan,The Touch ,118.0,726.0,Elea Oberon,0.0,lesbian|paris france|period piece|poem|poetess,http://www.imdb.com/title/tt1128219/?ref_=fn_tt_tt_1,unknown,English,USA,unknown,13000.0,2007.0,281.0,5.2,1.85,30,0.0,18352.701398938734
Color,Daniel Lee,29.0,102.0,10.0,60.0,Sammo Kam-Bo Hung,483.0,unknown,True,Andy Lau,Three Kingdoms: Resurrection of the Dragon ,5154.0,1113.0,Andy On,3.0,art of war|china|civil war|female warrior|musician,http://www.imdb.com/title/tt0882978/?ref_=fn_tt_tt_1,29.0,Mandarin,China,R,25000000.0,2008.0,472.0,6.2,2.35,314,0.0,33981760.58856588
Color,Mike Barker,29.0,98.0,5.0,716.0,Nicholas Lea,18000.0,unknown,False,Gerard Butler,Shattered ,25450.0,20472.0,Callum Rennie,1.0,daughter|gun|nanny|sociopath|suburb,http://www.imdb.com/title/tt0489664/?ref_=fn_tt_tt_1,118.0,English,UK,R,20000000.0,2007.0,867.0,6.7,2.35,0,0.0,28234925.22913651
Color,Wayne Thornley,39.0,83.0,0.0,700.0,Phil LaMarr,12000.0,unknown,False,Leonard Nimoy,Zambezia ,5203.0,15680.0,Noureen DeWulf,0.0,bird|city name in title|falcon|one word title|place name in title,http://www.imdb.com/title/tt1488181/?ref_=fn_tt_tt_1,11.0,English,South Africa,G,20000000.0,2012.0,857.0,5.8,1.78,1000,0.0,25493262.019042306
Color,Gnana Rajasekaran,2.0,153.0,0.0,7.0,Michael Lieber,109.0,unknown,False,Mani Bharathi,Ramanujan ,102.0,164.0,Kevin McGowan,0.0,ramanujan,http://www.imdb.com/title/tt3037162/?ref_=fn_tt_tt_1,1.0,English,India,unknown,unknown,2014.0,36.0,7.0,2.35,58,0.0,0.0
Color,Tom Walsh,2.0,98.0,2.0,53.0,Maggie Wheeler,729.0,unknown,False,Joey D. Vieira,Dwegons and Leprechauns ,50.0,1092.0,Jacqueline Lovell,4.0,dwegons,http://www.imdb.com/title/tt1134666/?ref_=fn_tt_tt_1,3.0,English,USA,PG,20000000.0,2014.0,282.0,4.8,unknown,70,0.0,24724165.314949982
Color,Jonathan Jakubowicz,unknown,105.0,23.0,897.0,Jurnee Smollett-Bell,22000.0,unknown,True,Robert De Niro,Hands of Stone ,178.0,27425.0,Edgar Ramírez,0.0,boxer|boxing|three word title,http://www.imdb.com/title/tt1781827/?ref_=fn_tt_tt_1,1.0,English,Panama,R,20000000.0,2016.0,2000.0,7.2,unknown,0,0.0,24387205.373176612
Color,James McTeigue,64.0,96.0,160.0,889.0,Roger Rees,14000.0,unknown,True,Milla Jovovich,Survivor ,21833.0,17957.0,Robert Forster,2.0,cigarette lighter|death|fire|on the run|terrorist,http://www.imdb.com/title/tt3247714/?ref_=fn_tt_tt_1,101.0,English,USA,PG-13,20000000.0,2015.0,1000.0,5.6,2.35,0,0.0,24694853.111802105
Color,Scott Walker,120.0,105.0,17.0,897.0,Radha Mitchell,12000.0,unknown,False,Nicolas Cage,The Frozen Ground ,43879.0,16355.0,Jodi Lyn O'Keefe,3.0,anchorage alaska|based on true story|pole dancer|serial killer|strip club,http://www.imdb.com/title/tt2005374/?ref_=fn_tt_tt_1,133.0,English,USA,R,27220000.0,2013.0,991.0,6.4,2.35,11000,0.0,34195448.516249776
Color,John Curran,143.0,125.0,43.0,7.0,Sally Hawkins,2000.0,8047690.0,False,Toby Jones,The Painted Veil ,77656.0,2608.0,Alan David,0.0,china|cholera|epidemic|love|marriage,http://www.imdb.com/title/tt0446755/?ref_=fn_tt_tt_1,220.0,Mandarin,China,PG-13,19400000.0,2006.0,594.0,7.5,2.35,0,11682523.397569444,28162237.1031746
Color,Uli Edel,160.0,184.0,34.0,155.0,Alexandra Maria Lara,486.0,476270.0,True,Moritz Bleibtreu,The Baader Meinhof Complex ,29602.0,1601.0,Martina Gedeck,2.0,bonn germany|failed kidnapping|handcuffs|projectile|terrorist,http://www.imdb.com/title/tt0765432/?ref_=fn_tt_tt_1,110.0,German,Germany,R,20000000.0,2008.0,471.0,7.4,1.85,0,647379.7246206509,27185408.470852703
Color,Kevin Costner,92.0,236.0,0.0,232.0,Michael Spears,933.0,184208848.0,False,Mary McDonnell,Dances with Wolves ,186485.0,2398.0,Maury Chaykin,1.0,friendship|frontier|honor|outpost|soldier,http://www.imdb.com/title/tt0099348/?ref_=fn_tt_tt_1,382.0,English,USA,PG-13,22000000.0,1990.0,839.0,8.0,2.35,0,412468557.0882938,49260979.34200459
