,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw_H2,Raw_Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire_Alarm
20089,1654753420,0.663527225236086,53.6,1208.0,400.0,12934.0,19424,938.716,1.42,1.47,9.74,1.52,0.034,20089,1
20090,1654753421,0.6632509543901948,53.66,1226.0,406.0,12927.0,19421,938.722,1.4,1.45,9.62,1.5,0.034,20090,1
20091,1654753422,0.6629997990757484,53.76,1189.0,400.0,12933.0,19433,938.729,1.39,1.45,9.58,1.494,0.034,20091,1
20092,1654753423,0.6627486437613019,53.81,1199.0,400.0,12934.0,19432,938.724,1.38,1.44,9.51,1.483,0.034,20092,1
20094,1654753425,0.6622212176009643,53.93,1210.0,400.0,12934.0,19429,938.729,1.37,1.42,9.4,1.465,0.033,20094,1
20095,1654753426,0.6619700622865179,53.96,1199.0,400.0,12934.0,19427,938.724,1.35,1.4,9.29,1.449,0.033,20095,1
20096,1654753427,0.6616937914406268,54.04,1186.0,400.0,12937.0,19432,938.721,1.34,1.39,9.22,1.4369999999999998,0.032,20096,1
20097,1654753428,0.6614426361261803,54.1,1186.0,400.0,12937.0,19439,938.719,1.35,1.41,9.33,1.454,0.033,20097,1
20098,1654753429,0.6611914808117338,54.14,1147.0,400.0,12937.0,19446,938.713,1.4,1.45,9.63,1.501,0.034,20098,1
20099,1654753430,0.6609152099658429,54.19,1159.0,400.0,12939.0,19438,938.714,1.44,1.5,9.94,1.551,0.035,20099,1
20100,1654753431,0.6606640546513963,54.21,1174.0,403.0,12934.0,19430,938.713,1.46,1.52,10.04,1.565,0.035,20100,1
20101,1654753432,0.6604128993369498,54.32,1090.0,400.0,12950.0,19455,938.703,1.47,1.53,10.14,1.582,0.036,20101,1
20102,1654753433,0.6601366284910588,53.53,1101.0,400.0,12949.0,19458,938.712,1.48,1.54,10.2,1.591,0.036,20102,1
20103,1654753434,0.6598854731766124,52.57,1159.0,400.0,12940.0,19436,938.71,1.49,1.55,10.24,1.597,0.036,20103,1
20104,1654753435,0.6596092023307212,51.74,1136.0,400.0,12942.0,19449,938.711,1.48,1.54,10.18,1.588,0.036,20104,1
20106,1654753437,0.6590817761703837,50.56,1186.0,400.0,12940.0,19435,938.729,1.44,1.5,9.94,1.55,0.035,20106,1
20107,1654753438,0.6588306208559372,50.09,1136.0,400.0,12941.0,19439,938.729,1.43,1.49,9.86,1.537,0.035,20107,1
20108,1654753439,0.6585543500100461,49.73,1168.0,400.0,12938.0,19440,938.729,1.43,1.48,9.83,1.533,0.035,20108,1
20109,1654753440,0.6583031946955997,49.45,1195.0,400.0,12935.0,19427,938.73,1.42,1.47,9.76,1.523,0.034,20109,1
20111,1654753442,0.6577757685352621,49.03,1184.0,400.0,12935.0,19436,938.724,1.44,1.5,9.92,1.547,0.035,20111,1
20112,1654753443,0.657499497689371,48.88,1184.0,400.0,12933.0,19435,938.721,1.45,1.5,9.96,1.5530000000000002,0.035,20112,1
20113,1654753444,0.6572483423749246,48.7,1186.0,400.0,12940.0,19425,938.717,1.5,1.56,10.3,1.607,0.036,20113,1
20114,1654753445,0.6569720715290335,48.59,1153.0,400.0,12935.0,19434,938.724,1.51,1.57,10.42,1.625,0.037,20114,1
20115,1654753446,0.6567209162145871,48.51,1180.0,400.0,12935.0,19437,938.721,1.53,1.59,10.52,1.64,0.037,20115,1
20117,1654753448,0.6561934900542494,48.3,1164.0,400.0,12937.0,19434,938.737,1.56,1.63,10.77,1.679,0.038,20117,1
20118,1654753449,0.6559172192083584,48.25,1201.0,400.0,12938.0,19429,938.746,1.59,1.65,10.92,1.703,0.038,20118,1
20119,1654753450,0.6556409483624672,48.2,1199.0,400.0,12944.0,19438,938.735,1.59,1.65,10.94,1.706,0.039,20119,1
20120,1654753451,0.6553897930480208,48.1,1161.0,400.0,12937.0,19434,938.727,1.58,1.64,10.86,1.694,0.038,20120,1
20121,1654753452,0.6551135222021297,48.09,1176.0,400.0,12937.0,19431,938.728,1.57,1.63,10.82,1.6880000000000002,0.038,20121,1
20122,1654753453,0.6548623668876832,48.02,1205.0,400.0,12937.0,19429,938.727,1.58,1.64,10.84,1.69,0.038,20122,1
20123,1654753454,0.6545860960417922,47.99,1218.0,400.0,12939.0,19420,938.731,1.57,1.63,10.79,1.682,0.038,20123,1
20124,1654753455,0.6543098251959011,47.95,1214.0,400.0,12942.0,19429,938.741,1.56,1.62,10.74,1.675,0.038,20124,1
20126,1654753457,0.6537823990355636,47.83,1180.0,400.0,12946.0,19438,938.731,1.58,1.64,10.88,1.6969999999999998,0.038,20126,1
20127,1654753458,0.6535061281896724,47.81,1161.0,400.0,12944.0,19430,938.729,1.57,1.63,10.78,1.682,0.038,20127,1
20128,1654753459,0.6532298573437814,47.71,1201.0,400.0,12946.0,19428,938.738,1.61,1.67,11.05,1.724,0.039,20128,1
20129,1654753460,0.6529787020293348,47.71,1143.0,400.0,12955.0,19438,938.741,1.64,1.7,11.26,1.756,0.04,20129,1
20130,1654753461,0.6527024311834437,47.59,1210.0,400.0,12946.0,19430,938.747,1.71,1.78,11.77,1.835,0.0409999999999999,20130,1
20131,1654753462,0.6524261603375526,47.58,1266.0,400.0,12937.0,19420,938.746,1.72,1.79,11.85,1.848,0.042,20131,1
20132,1654753463,0.6521750050231062,48.33,1262.0,404.0,12929.0,19414,938.736,1.72,1.79,11.83,1.845,0.042,20132,1
20133,1654753464,0.6518987341772151,49.23,1249.0,400.0,12935.0,19419,938.729,1.71,1.77,11.75,1.832,0.0409999999999999,20133,1
20134,1654753465,0.651622463331324,50.0,1247.0,400.0,12939.0,19417,938.734,1.68,1.74,11.54,1.7990000000000002,0.0409999999999999,20134,1
20135,1654753466,0.6513461924854329,50.66,1193.0,400.0,12941.0,19426,938.735,1.67,1.73,11.47,1.788,0.04,20135,1
20136,1654753467,0.6510950371709865,51.14,1161.0,400.0,12945.0,19430,938.733,1.65,1.71,11.35,1.77,0.04,20136,1
20137,1654753468,0.6508187663250953,51.6,1214.0,400.0,12951.0,19437,938.729,1.63,1.69,11.18,1.744,0.039,20137,1
20138,1654753469,0.6505424954792043,51.91,1149.0,400.0,12953.0,19432,938.729,1.61,1.67,11.09,1.729,0.039,20138,1
20139,1654753470,0.6502662246333131,52.19,1210.0,400.0,12959.0,19424,938.744,1.6,1.66,11.01,1.717,0.039,20139,1
20140,1654753471,0.6499899537874221,52.33,1161.0,400.0,12960.0,19434,938.74,1.61,1.67,11.08,1.727,0.039,20140,1
20141,1654753472,0.6497136829415309,52.54,1212.0,400.0,12960.0,19432,938.731,1.63,1.69,11.19,1.746,0.039,20141,1
20142,1654753473,0.6494625276270845,52.66,1130.0,400.0,12959.0,19438,938.741,1.65,1.71,11.35,1.77,0.04,20142,1
20143,1654753474,0.6491862567811935,52.75,1176.0,400.0,12954.0,19438,938.74,1.7,1.77,11.73,1.83,0.0409999999999999,20143,1
20144,1654753475,0.6489099859353022,52.87,1191.0,400.0,12951.0,19430,938.738,1.74,1.8,11.95,1.864,0.042,20144,1
20145,1654753476,0.6486337150894113,52.97,1195.0,400.0,12962.0,19441,938.735,1.77,1.84,12.16,1.897,0.043,20145,1
20146,1654753477,0.64835744424352,53.02,1182.0,400.0,12952.0,19430,938.734,1.77,1.84,12.19,1.901,0.043,20146,1
20147,1654753478,0.648081173397629,53.17,1193.0,400.0,12957.0,19426,938.733,1.79,1.86,12.32,1.921,0.043,20147,1
20148,1654753479,0.6478049025517378,53.28,1207.0,400.0,12960.0,19431,938.724,1.78,1.85,12.25,1.911,0.043,20148,1
20149,1654753480,0.6475286317058468,53.3,1161.0,400.0,12960.0,19440,938.728,1.72,1.79,11.87,1.851,0.042,20149,1
20150,1654753481,0.6472523608599556,53.35,1174.0,400.0,12963.0,19435,938.726,1.7,1.77,11.73,1.83,0.0409999999999999,20150,1
20151,1654753482,0.6470012055455092,53.39,1210.0,400.0,12957.0,19428,938.724,1.66,1.72,11.4,1.778,0.04,20151,1
20152,1654753483,0.6467249346996181,53.41,1147.0,400.0,12968.0,19439,938.728,1.64,1.7,11.26,1.756,0.04,20152,1
20153,1654753484,0.646448663853727,53.39,1212.0,400.0,12962.0,19425,938.737,1.62,1.68,11.14,1.737,0.039,20153,1
20154,1654753485,0.646172393007836,53.4,1147.0,400.0,12964.0,19425,938.738,1.62,1.68,11.16,1.74,0.039,20154,1
20155,1654753486,0.6458961221619448,53.36,1174.0,400.0,12970.0,19435,938.725,1.62,1.69,11.18,1.743,0.039,20155,1
20156,1654753487,0.6456198513160538,53.33,1189.0,400.0,12974.0,19434,938.735,1.67,1.74,11.51,1.795,0.0409999999999999,20156,1
20157,1654753488,0.6453435804701626,53.31,1163.0,400.0,12980.0,19438,938.731,1.7,1.76,11.68,1.822,0.0409999999999999,20157,1
20158,1654753489,0.6450673096242716,53.36,1140.0,400.0,12993.0,19448,938.746,1.74,1.8,11.95,1.863,0.042,20158,1
20159,1654753490,0.6447910387783804,53.35,1092.0,400.0,12989.0,19449,938.732,1.76,1.83,12.15,1.894,0.043,20159,1
20160,1654753491,0.6445147679324894,53.38,1107.0,400.0,12994.0,19458,938.731,1.85,1.92,12.72,1.983,0.045,20160,1
20162,1654753493,0.6439371107092625,52.49,1000.0,400.0,13016.0,19472,938.738,1.96,2.04,13.51,2.107,0.048,20162,1
20163,1654753494,0.6436608398633714,51.48,1023.0,400.0,13010.0,19476,938.73,2.01,2.09,13.82,2.155,0.049,20163,1
20164,1654753495,0.6433845690174803,50.61,1023.0,400.0,13012.0,19473,938.721,2.04,2.12,14.06,2.192,0.05,20164,1
20165,1654753496,0.6431082981715892,49.9,1009.0,400.0,13012.0,19469,938.719,2.04,2.12,14.04,2.19,0.049,20165,1
20166,1654753497,0.6428320273256981,49.27,1021.0,400.0,13016.0,19475,938.724,2.05,2.13,14.14,2.205,0.05,20166,1
20167,1654753498,0.642555756479807,48.83,940.0,400.0,13017.0,19477,938.727,2.06,2.14,14.14,2.206,0.05,20167,1
20168,1654753499,0.6422794856339159,48.49,927.0,400.0,13026.0,19494,938.729,2.09,2.17,14.37,2.241,0.051,20168,1
20169,1654753500,0.6420032147880248,48.15,950.0,400.0,13026.0,19495,938.739,2.11,2.19,14.52,2.264,0.051,20169,1
20170,1654753501,0.6417269439421337,47.92,933.0,400.0,13023.0,19499,938.745,2.17,2.26,14.97,2.334,0.053,20170,1
20171,1654753502,0.6414506730962426,47.66,956.0,400.0,13021.0,19488,938.753,2.21,2.3,15.22,2.374,0.054,20171,1
20172,1654753503,0.6411492867189068,47.44,950.0,400.0,13017.0,19490,938.761,2.22,2.31,15.28,2.382,0.054,20172,1
20173,1654753504,0.6408730158730158,47.28,923.0,400.0,13027.0,19491,938.751,2.18,2.27,15.02,2.343,0.053,20173,1
20174,1654753505,0.6405967450271246,47.17,925.0,400.0,13030.0,19492,938.739,2.14,2.22,14.71,2.294,0.052,20174,1
20175,1654753506,0.6403204741812336,47.09,906.0,400.0,13031.0,19504,938.739,2.09,2.18,14.42,2.248,0.051,20175,1
20176,1654753507,0.6400442033353424,47.01,944.0,400.0,13029.0,19498,938.744,2.08,2.16,14.29,2.229,0.05,20176,1
20177,1654753508,0.6397428169580068,46.87,944.0,400.0,13027.0,19497,938.749,2.1,2.18,14.42,2.249,0.051,20177,1
20178,1654753509,0.6394665461121156,46.78,915.0,400.0,13025.0,19495,938.751,2.09,2.17,14.38,2.242,0.051,20178,1
20179,1654753510,0.6391902752662246,46.74,898.0,400.0,13023.0,19503,938.75,2.1,2.18,14.43,2.251,0.051,20179,1
20180,1654753511,0.6389140044203334,46.68,919.0,400.0,13026.0,19502,938.751,2.09,2.18,14.41,2.248,0.051,20180,1
20181,1654753512,0.6386377335744424,46.68,902.0,400.0,13022.0,19497,938.749,2.09,2.17,14.37,2.241,0.051,20181,1
20182,1654753513,0.6383363471971066,46.61,906.0,400.0,13016.0,19498,938.744,2.1,2.18,14.44,2.252,0.051,20182,1
20183,1654753514,0.6380600763512155,46.54,894.0,400.0,13018.0,19507,938.744,2.12,2.21,14.62,2.28,0.052,20183,1
20184,1654753515,0.6377838055053244,46.49,923.0,400.0,13015.0,19505,938.753,2.13,2.21,14.67,2.2880000000000003,0.052,20184,1
20185,1654753516,0.6374824191279886,46.48,923.0,400.0,13020.0,19502,938.746,2.22,2.3,15.27,2.381,0.054,20185,1
20186,1654753517,0.6372061482820975,46.47,933.0,400.0,13008.0,19497,938.754,2.24,2.33,15.41,2.403,0.054,20186,1
20187,1654753518,0.6369298774362064,46.44,923.0,400.0,13012.0,19503,938.749,2.25,2.33,15.46,2.41,0.054,20187,1
20188,1654753519,0.6366284910588706,46.46,938.0,400.0,13009.0,19499,938.747,2.25,2.33,15.45,2.41,0.054,20188,1
20189,1654753520,0.6363522202129797,46.48,954.0,400.0,13001.0,19493,938.74,2.23,2.32,15.35,2.393,0.054,20189,1
20190,1654753521,0.6360759493670884,46.44,898.0,400.0,13007.0,19499,938.739,2.21,2.29,15.2,2.371,0.054,20190,1
20191,1654753522,0.6357745629897528,46.47,1007.0,400.0,12989.0,19474,938.747,2.21,2.29,15.2,2.37,0.054,20191,1
20192,1654753523,0.6354982921438617,47.3,1074.0,400.0,12980.0,19463,938.742,2.17,2.25,14.91,2.324,0.052,20192,1
20193,1654753524,0.6352220212979706,48.13,1069.0,400.0,12982.0,19465,938.749,2.17,2.25,14.91,2.326,0.053,20193,1
20194,1654753525,0.6349206349206349,48.94,1050.0,400.0,12985.0,19473,938.745,2.17,2.26,14.94,2.33,0.053,20194,1
20195,1654753526,0.6346443640747437,49.59,1034.0,400.0,12985.0,19470,938.744,2.18,2.27,15.01,2.34,0.053,20195,1
20196,1654753527,0.6343680932288527,50.19,1032.0,400.0,12973.0,19468,938.758,2.17,2.26,14.96,2.334,0.053,20196,1
20197,1654753528,0.6340667068515169,50.73,1011.0,400.0,12974.0,19470,938.746,2.16,2.25,14.88,2.32,0.052,20197,1
20198,1654753529,0.6337904360056258,51.2,1038.0,400.0,12959.0,19465,938.732,2.13,2.21,14.63,2.281,0.052,20198,1
20199,1654753530,0.6334890496282901,51.62,1069.0,400.0,12951.0,19460,938.733,2.1,2.18,14.47,2.256,0.051,20199,1
20200,1654753531,0.6332127787823989,52.02,1059.0,400.0,12954.0,19466,938.743,2.05,2.13,14.14,2.205,0.05,20200,1
20201,1654753532,0.6329113924050632,52.36,1078.0,400.0,12951.0,19470,938.747,2.06,2.15,14.21,2.216,0.05,20201,1
20202,1654753533,0.6326351215591721,52.59,1076.0,400.0,12943.0,19450,938.737,2.09,2.17,14.38,2.2430000000000003,0.051,20202,1
20203,1654753534,0.6323337351818363,52.77,1090.0,400.0,12940.0,19456,938.735,2.1,2.18,14.43,2.251,0.051,20203,1
20204,1654753535,0.6320574643359453,52.9,1096.0,400.0,12946.0,19456,938.731,2.1,2.19,14.49,2.259,0.051,20204,1
20205,1654753536,0.6317560779586096,53.03,1161.0,400.0,12939.0,19450,938.743,2.11,2.19,14.49,2.26,0.051,20205,1
20206,1654753537,0.6314798071127184,53.16,1176.0,400.0,12934.0,19438,938.74,2.05,2.13,14.1,2.198,0.05,20206,1
20207,1654753538,0.6311784207353827,53.26,1149.0,400.0,12934.0,19444,938.736,2.02,2.1,13.9,2.168,0.049,20207,1
20208,1654753539,0.6309021498894916,53.32,1103.0,400.0,12940.0,19453,938.733,1.98,2.06,13.66,2.13,0.048,20208,1
20209,1654753540,0.6306007635121558,53.4,1166.0,400.0,12939.0,19440,938.737,1.96,2.04,13.5,2.105,0.048,20209,1
20210,1654753541,0.6303244926662648,53.47,1124.0,400.0,12944.0,19449,938.736,1.99,2.07,13.69,2.134,0.048,20210,1
20211,1654753542,0.630023106288929,53.49,1145.0,400.0,12935.0,19437,938.725,2.03,2.11,13.97,2.178,0.049,20211,1
20212,1654753543,0.6297468354430379,53.53,1138.0,400.0,12944.0,19443,938.718,2.04,2.12,14.06,2.193,0.05,20212,1
20213,1654753544,0.6294454490657022,53.61,1122.0,400.0,12943.0,19443,938.722,2.04,2.12,14.04,2.189,0.049,20213,1
20215,1654753546,0.6288677918424752,53.7,1168.0,400.0,12941.0,19445,938.716,2.04,2.12,14.06,2.192,0.05,20215,1
20216,1654753547,0.6285664054651396,53.72,1140.0,400.0,12939.0,19442,938.723,2.05,2.13,14.11,2.201,0.05,20216,1
20217,1654753548,0.6282901346192484,53.77,1195.0,400.0,12940.0,19428,938.716,2.05,2.13,14.09,2.197,0.05,20217,1
20218,1654753549,0.6279887482419128,53.83,1172.0,400.0,12942.0,19440,938.713,2.07,2.15,14.27,2.226,0.05,20218,1
20219,1654753550,0.6277124773960217,53.88,1184.0,400.0,12943.0,19435,938.718,2.11,2.19,14.52,2.264,0.051,20219,1
20220,1654753551,0.6274110910186859,53.9,1159.0,400.0,12939.0,19441,938.725,2.12,2.2,14.6,2.277,0.051,20220,1
20221,1654753552,0.6271097046413501,53.94,1124.0,400.0,12961.0,19462,938.716,2.15,2.23,14.78,2.306,0.052,20221,1
20222,1654753553,0.6268334337954591,53.11,1109.0,400.0,12953.0,19447,938.71,2.15,2.23,14.78,2.305,0.052,20222,1
20223,1654753554,0.6265320474181233,52.14,1115.0,400.0,12954.0,19450,938.715,2.14,2.22,14.7,2.292,0.052,20223,1
20224,1654753555,0.6262306610407875,51.27,1117.0,400.0,12954.0,19443,938.717,2.13,2.21,14.63,2.281,0.052,20224,1
20225,1654753556,0.6259543901948964,50.65,1159.0,400.0,12953.0,19443,938.735,2.11,2.19,14.5,2.261,0.051,20225,1
20226,1654753557,0.6256530038175607,50.06,1117.0,400.0,12958.0,19449,938.731,2.09,2.17,14.39,2.2430000000000003,0.051,20226,1
20227,1654753558,0.6253516174402249,49.62,1141.0,400.0,12953.0,19441,938.739,2.07,2.15,14.25,2.222,0.05,20227,1
20228,1654753559,0.6250502310628892,49.27,1151.0,400.0,12947.0,19438,938.741,2.03,2.1,13.94,2.174,0.049,20228,1
20229,1654753560,0.6247739602169982,48.98,1145.0,400.0,12946.0,19432,938.74,2.0,2.08,13.78,2.148,0.049,20229,1
20230,1654753561,0.6244725738396624,48.83,1166.0,400.0,12947.0,19440,938.734,1.91,1.98,13.15,2.05,0.046,20230,1
20231,1654753562,0.6241711874623266,48.71,1191.0,400.0,12942.0,19425,938.733,1.85,1.92,12.73,1.985,0.045,20231,1
20232,1654753563,0.6238949166164356,48.55,1157.0,400.0,12947.0,19441,938.733,1.81,1.88,12.47,1.945,0.044,20232,1
20233,1654753564,0.6235935302390998,48.49,1220.0,400.0,12937.0,19422,938.726,1.8,1.87,12.42,1.936,0.044,20233,1
20234,1654753565,0.623292143861764,48.34,1222.0,404.0,12933.0,19422,938.723,1.79,1.86,12.32,1.922,0.043,20234,1
20235,1654753566,0.6229907574844282,48.22,1201.0,400.0,12941.0,19430,938.726,1.78,1.85,12.23,1.907,0.043,20235,1
20236,1654753567,0.6226893711070925,48.14,1224.0,412.0,12933.0,19422,938.73,1.78,1.85,12.24,1.909,0.043,20236,1
20237,1654753568,0.6224131002612014,48.07,1220.0,401.0,12938.0,19427,938.721,1.8,1.87,12.41,1.936,0.044,20237,1
20238,1654753569,0.6221117138838657,47.99,1266.0,415.0,12930.0,19411,938.723,1.87,1.94,12.84,2.002,0.045,20238,1
20239,1654753570,0.62181032750653,48.01,1264.0,409.0,12932.0,19412,938.726,1.9,1.97,13.08,2.04,0.046,20239,1
20240,1654753571,0.6215089411291942,47.87,1256.0,420.0,12932.0,19412,938.731,1.92,1.99,13.21,2.06,0.047,20240,1
20241,1654753572,0.6212075547518585,47.83,1212.0,405.0,12934.0,19419,938.715,1.93,2.01,13.29,2.073,0.047,20241,1
20242,1654753573,0.6209061683745227,47.83,1237.0,401.0,12929.0,19415,938.719,1.9,1.98,13.09,2.041,0.046,20242,1
20243,1654753574,0.6206298975286316,47.77,1264.0,406.0,12932.0,19415,938.724,1.89,1.96,13.0,2.027,0.046,20243,1
20244,1654753575,0.6203285111512958,47.69,1327.0,421.0,12926.0,19405,938.728,1.89,1.97,13.03,2.031,0.046,20244,1
20245,1654753576,0.6200271247739602,47.69,1272.0,420.0,12932.0,19411,938.739,1.88,1.96,12.97,2.022,0.046,20245,1
20246,1654753577,0.6197257383966244,47.63,1289.0,408.0,12923.0,19409,938.733,1.89,1.96,12.99,2.026,0.046,20246,1
20247,1654753578,0.6194243520192886,47.6,1300.0,422.0,12924.0,19398,938.731,1.88,1.96,12.95,2.02,0.046,20247,1
20248,1654753579,0.6191229656419529,47.52,1283.0,415.0,12932.0,19407,938.735,1.87,1.95,12.9,2.012,0.045,20248,1
20249,1654753580,0.6188215792646172,47.5,1314.0,408.0,12932.0,19411,938.731,1.84,1.91,12.64,1.972,0.045,20249,1
20250,1654753581,0.6185201928872814,47.45,1300.0,423.0,12929.0,19398,938.735,1.8,1.87,12.42,1.936,0.044,20250,1
20251,1654753582,0.6182188065099457,47.48,1396.0,450.0,12913.0,19384,938.735,1.73,1.8,11.94,1.861,0.042,20251,1
20252,1654753583,0.6179174201326099,48.22,1396.0,449.0,12911.0,19374,938.733,1.71,1.78,11.78,1.838,0.042,20252,1
20253,1654753584,0.6176160337552742,49.1,1352.0,436.0,12916.0,19383,938.73,1.67,1.74,11.52,1.797,0.0409999999999999,20253,1
20254,1654753585,0.6173146473779385,49.88,1360.0,442.0,12915.0,19386,938.725,1.66,1.72,11.41,1.779,0.04,20254,1
20255,1654753586,0.6170383765320473,50.59,1396.0,438.0,12922.0,19389,938.735,1.63,1.69,11.2,1.746,0.039,20255,1
20256,1654753587,0.6167369901547116,51.11,1375.0,433.0,12919.0,19397,938.738,1.61,1.68,11.11,1.732,0.039,20256,1
20257,1654753588,0.6164356037773758,51.54,1329.0,423.0,12917.0,19393,938.745,1.6,1.66,11.01,1.717,0.039,20257,1
20258,1654753589,0.6161342174000402,51.92,1310.0,424.0,12925.0,19400,938.744,1.59,1.65,10.93,1.705,0.039,20258,1
20259,1654753590,0.6158328310227044,52.24,1289.0,426.0,12925.0,19394,938.74,1.58,1.64,10.89,1.699,0.038,20259,1
20260,1654753591,0.615506329113924,52.44,1321.0,418.0,12926.0,19401,938.72,1.59,1.66,10.97,1.711,0.039,20260,1
20261,1654753592,0.6152049427365882,52.67,1350.0,433.0,12921.0,19392,938.732,1.59,1.65,10.92,1.703,0.038,20261,1
20262,1654753593,0.6149035563592524,52.93,1300.0,419.0,12925.0,19396,938.734,1.59,1.65,10.92,1.703,0.038,20262,1
20263,1654753594,0.6146021699819167,53.09,1325.0,433.0,12922.0,19399,938.732,1.55,1.61,10.66,1.663,0.038,20263,1
20264,1654753595,0.6143007836045811,53.24,1339.0,424.0,12915.0,19390,938.741,1.53,1.59,10.54,1.644,0.037,20264,1
20265,1654753596,0.6139993972272453,53.39,1352.0,427.0,12922.0,19396,938.741,1.51,1.57,10.39,1.62,0.037,20265,1
20266,1654753597,0.6136980108499095,53.53,1333.0,425.0,12924.0,19397,938.748,1.45,1.51,10.01,1.5619999999999998,0.035,20266,1
20267,1654753598,0.6133966244725737,53.65,1371.0,435.0,12922.0,19398,938.742,1.42,1.47,9.76,1.521,0.034,20267,1
20268,1654753599,0.613095238095238,53.74,1316.0,422.0,12919.0,19400,938.736,1.38,1.43,9.48,1.479,0.033,20268,1
20269,1654753600,0.6127938517179023,53.83,1352.0,426.0,12919.0,19389,938.734,1.37,1.43,9.45,1.473,0.033,20269,1
20270,1654753601,0.6124924653405666,53.9,1346.0,426.0,12923.0,19394,938.729,1.35,1.41,9.32,1.454,0.033,20270,1
20271,1654753602,0.6121910789632308,53.94,1346.0,429.0,12916.0,19391,938.732,1.35,1.4,9.29,1.4480000000000002,0.033,20271,1
20272,1654753603,0.6118645770544504,54.06,1323.0,419.0,12921.0,19401,938.735,1.4,1.45,9.63,1.5019999999999998,0.034,20272,1
20273,1654753604,0.6115631906771146,54.08,1318.0,426.0,12923.0,19395,938.732,1.4,1.46,9.67,1.507,0.034,20273,1
20274,1654753605,0.6112618042997788,54.16,1367.0,438.0,12914.0,19390,938.746,1.39,1.44,9.54,1.4880000000000002,0.034,20274,1
20275,1654753606,0.6109604179224432,54.2,1335.0,431.0,12918.0,19395,938.745,1.38,1.44,9.51,1.483,0.033,20275,1
20276,1654753607,0.6106590315451075,54.24,1323.0,422.0,12921.0,19397,938.739,1.38,1.43,9.47,1.476,0.033,20276,1
20277,1654753608,0.6103576451677717,54.27,1295.0,421.0,12928.0,19399,938.739,1.37,1.42,9.42,1.469,0.033,20277,1
20278,1654753609,0.6100311432589913,54.34,1320.0,426.0,12922.0,19397,938.735,1.37,1.42,9.43,1.47,0.033,20278,1
20279,1654753610,0.6097297568816555,54.35,1291.0,415.0,12925.0,19404,938.748,1.39,1.44,9.56,1.491,0.034,20279,1
20280,1654753611,0.6094283705043199,54.41,1277.0,413.0,12925.0,19409,938.731,1.45,1.51,10.01,1.561,0.035,20280,1
20281,1654753612,0.609126984126984,54.48,1233.0,400.0,12945.0,19424,938.726,1.49,1.55,10.25,1.599,0.036,20281,1
20282,1654753613,0.6088255977496484,53.66,1201.0,400.0,12945.0,19430,938.723,1.57,1.63,10.79,1.682,0.038,20282,1
20283,1654753614,0.6084990958408678,52.74,1208.0,400.0,12946.0,19426,938.723,1.62,1.68,11.12,1.735,0.039,20283,1
20284,1654753615,0.6081977094635322,51.89,1247.0,400.0,12934.0,19415,938.718,1.65,1.72,11.39,1.776,0.04,20284,1
20285,1654753616,0.6078963230861965,51.24,1224.0,400.0,12937.0,19418,938.717,1.74,1.81,11.99,1.869,0.042,20285,1
20286,1654753617,0.6075949367088607,50.7,1235.0,400.0,12940.0,19423,938.721,1.79,1.86,12.35,1.926,0.044,20286,1
20287,1654753618,0.6072684348000803,50.25,1237.0,400.0,12941.0,19418,938.725,1.84,1.91,12.68,1.977,0.045,20287,1
20288,1654753619,0.6069670484227445,49.92,1241.0,404.0,12937.0,19418,938.741,1.84,1.91,12.64,1.971,0.045,20288,1
20289,1654753620,0.6066656620454088,49.59,1256.0,400.0,12938.0,19421,938.74,1.78,1.85,12.27,1.914,0.043,20289,1
20290,1654753621,0.6063391601366284,49.37,1260.0,401.0,12937.0,19415,938.74,1.77,1.84,12.19,1.901,0.043,20290,1
20291,1654753622,0.6060377737592927,49.2,1230.0,408.0,12936.0,19414,938.738,1.74,1.81,11.96,1.865,0.042,20291,1
20292,1654753623,0.6057363873819569,49.01,1260.0,400.0,12934.0,19416,938.743,1.73,1.79,11.88,1.853,0.042,20292,1
20293,1654753624,0.6054350010046212,48.86,1293.0,410.0,12931.0,19404,938.742,1.68,1.75,11.57,1.805,0.0409999999999999,20293,1
20294,1654753625,0.6051084990958407,48.74,1260.0,401.0,12937.0,19409,938.739,1.65,1.72,11.37,1.773,0.04,20294,1
20295,1654753626,0.6048071127185051,48.66,1260.0,400.0,12933.0,19404,938.739,1.6,1.67,11.05,1.722,0.039,20295,1
20296,1654753627,0.6044806108097247,48.57,1283.0,408.0,12938.0,19415,938.74,1.61,1.67,11.06,1.725,0.039,20296,1
20297,1654753628,0.6041792244323889,48.46,1272.0,405.0,12939.0,19411,938.738,1.66,1.72,11.4,1.778,0.04,20297,1
20298,1654753629,0.6038778380550531,48.38,1262.0,400.0,12938.0,19411,938.745,1.67,1.74,11.53,1.798,0.0409999999999999,20298,1
20299,1654753630,0.6035513361462728,48.28,1279.0,400.0,12943.0,19412,938.75,1.68,1.74,11.53,1.798,0.0409999999999999,20299,1
20300,1654753631,0.603249949768937,48.21,1293.0,400.0,12938.0,19410,938.743,1.68,1.74,11.54,1.7990000000000002,0.0409999999999999,20300,1
20301,1654753632,0.6029485633916013,48.14,1262.0,400.0,12942.0,19405,938.752,1.68,1.74,11.53,1.798,0.0409999999999999,20301,1
